,SPTR Index,SX5T Index,TPXDDVD Index,HSI 1 Index,TUKXG Index,M1EF Index,LUATTRUU Index,LETGTREU Index,BATY0 Index,EMUSTRUU Index,LF98TRUU Index,LP01TREU Index,LUACTRUU Index,LP06TREU Index,BCIT1T Index,BEIG1T Index,SPGSCI Index,US0003M Index
04/21/2003,1285.716,,902.29,,,94.12,1305.0,,4400.523,333.1031,593.49,,1361.64,,157.4385,129.236,230.177,
04/22/2003,1313.632,3075.06,886.2,,1947.85,93.02,1305.09,132.13,4394.854,333.9359,594.44,102.03,1362.13,124.9,157.2693,129.701,226.5427,1.32
04/23/2003,1324.68,3104.42,888.3,,1972.64,93.09,1305.26,131.87,4383.819,334.6416,595.26,102.37,1365.05,124.76,157.0411,129.019,220.782,1.32
04/24/2003,1313.749,3038.01,894.04,,1939.11,91.83,1311.77,132.15,4397.994,334.7757,597.24,102.56,1371.78,125.09,158.0269,129.227,220.1114,1.32
04/25/2003,1295.572,2987.4,880.06,,1924.77,90.49,1313.28,132.27,4398.582,335.0741,599.65,102.66,1373.36,125.18,158.636,129.487,219.0844,1.31125
04/26/2003,,,,,,,,,4399.18,,,,,,,,,
04/27/2003,,,,,,,,,4399.768,,,,,,,,,
04/28/2003,1318.852,3083.56,870.01,,1959.61,91.11,1313.13,132.13,4420.063,336.3311,601.46,102.87,1373.17,125.12,158.787,129.326,213.6647,1.29875
04/29/2003,1323.258,3054.95,,,1953.43,93.16,1311.23,132.01,4406.218,337.4237,602.32,103.3,1372.22,125.01,158.1488,129.064,212.5866,1.31
04/30/2003,1322.068,3058.43,896.41,,1952.9,93.53,1317.22,132.33,4408.478,341.5815,611.89,105.34,1384.19,125.21,159.0042,129.49,215.6376,1.31
05/01/2003,1321.391,3058.43,899.5,,1930.1,93.57,1317.65,132.35,4421.796,342.5757,611.98,105.35,1385.16,125.28,159.4131,129.49,215.918,1.3
05/02/2003,1341.277,3060.88,905.48,,1966.14,94.04,1313.82,132.43,4421.825,344.3782,612.32,105.65,1381.87,125.27,159.1336,129.658,213.9411,1.29
05/03/2003,,,,,,,,,4422.4,,,,,,,,,
05/04/2003,,,,,,,,,4422.986,,,,,,,,,
05/05/2003,1336.236,3100.09,,,,94.93,1316.2,,4406.597,344.2889,613.04,,1384.95,,159.7029,129.887,218.8772,
05/06/2003,1347.544,3150.87,924.38,,1992.9,94.91,1321.79,132.61,4415.999,344.1681,613.53,106.18,1391.96,125.36,160.5251,129.899,216.3327,1.29
05/07/2003,1340.872,3110.44,926.0,,1987.71,95.85,1328.34,133.27,4433.823,346.6116,614.26,106.0,1400.4,125.77,161.8109,,219.0237,1.28
05/08/2003,1327.417,3018.21,916.87,,1955.83,95.23,1330.26,133.4,4447.25,348.1095,614.26,106.01,1401.63,125.85,162.4943,131.083,222.6601,1.28125
05/09/2003,1346.683,3055.0,926.76,,1975.98,95.95,1329.99,133.57,4436.842,349.3228,614.59,105.99,1401.39,125.95,162.7274,130.737,226.8996,1.29
05/10/2003,,,,,,,,,4437.422,,,,,,,,,
05/11/2003,,,,,,,,,4438.004,,,,,,,,,
05/12/2003,1363.606,3060.15,933.22,,1984.99,97.04,1333.36,133.68,4445.09,351.0617,614.92,106.15,1405.47,126.08,163.2419,130.617,226.8047,1.29
05/13/2003,1359.742,3053.41,933.14,,1991.19,97.02,1334.47,133.79,4442.183,352.5886,615.17,106.1,1405.68,126.21,163.3583,130.422,232.2355,1.29
05/14/2003,1355.763,3049.49,936.29,,1981.54,96.81,1341.54,133.8,4437.194,351.2354,614.82,106.26,1413.0,126.35,164.2458,130.456,235.0406,1.29
05/15/2003,1366.585,3094.49,922.88,,1999.52,96.88,1341.33,134.13,4448.028,348.5523,616.39,106.85,1410.96,126.68,164.4454,131.128,233.1789,1.29
05/16/2003,1363.318,3107.82,921.85,,2018.43,96.18,1346.55,134.52,4439.557,349.6383,617.92,106.76,1416.04,126.95,165.0323,131.847,234.2728,1.29
05/17/2003,,,,,,,,,4440.141,,,,,,,,,
05/18/2003,,,,,,,,,4440.715,,,,,,,,,
05/19/2003,1329.38,2976.65,912.09,,1964.75,95.39,1347.05,135.03,4467.545,349.1784,618.26,106.68,1416.03,127.26,165.2001,132.554,231.0369,1.27875
05/20/2003,1327.873,2978.01,916.33,,1979.84,95.18,1353.92,135.12,4461.953,348.3034,617.95,106.76,1422.05,127.4,166.6428,132.93,231.515,1.28
05/21/2003,1333.329,2952.67,911.31,,1962.45,95.32,1352.77,135.28,4473.203,350.2468,617.9,106.91,1420.72,127.58,166.4227,133.657,234.915,1.27
05/22/2003,1345.533,2995.77,918.36,,1989.4,95.91,1356.75,135.3,4466.784,352.6664,617.67,106.93,1424.9,127.54,166.759,133.641,233.0586,1.28
05/23/2003,1347.494,2975.38,929.75,,1984.12,97.51,1357.24,135.74,4478.342,354.1405,617.22,106.92,1426.56,127.82,166.8929,134.177,234.1488,1.28
05/24/2003,,,,,,,,,4478.9,,,,,,,,,
05/25/2003,,,,,,,,,4479.468,,,,,,,,,
05/26/2003,,2969.53,930.63,,,98.7,,,4481.362,,,,,,166.8929,134.205,,
05/27/2003,1373.864,2992.71,917.07,,1990.37,98.17,1352.38,135.6,4489.192,353.7589,617.36,106.9,1422.09,127.67,165.7709,133.652,233.5082,1.28
05/28/2003,1376.575,3059.19,925.46,,2031.44,99.39,1350.24,134.86,4476.675,353.2053,617.52,107.08,1420.53,127.16,165.3432,132.341,230.2753,1.28
05/29/2003,1371.511,3063.23,938.75,,2037.3,100.02,1356.08,135.34,4480.801,355.4789,617.3,107.17,1428.68,127.59,166.5841,133.234,232.9511,1.28
05/30/2003,1391.724,3088.72,942.8,,2019.61,100.22,1355.21,135.34,4486.242,355.567,618.21,107.2,1429.05,127.58,166.6374,133.231,235.2415,1.28
05/31/2003,,,,,,,,,4486.799,,,,,,,,,
06/01/2003,,,,,,,,,4487.361,,,,,,,,,
06/02/2003,1396.699,3155.46,952.75,,2060.09,101.5,1350.36,135.1,4475.048,355.2868,618.45,107.3,1424.51,127.39,165.8252,133.168,240.6407,1.28
06/03/2003,1403.294,3138.11,955.98,,2053.33,101.1,1357.4,135.89,4473.459,356.5733,619.11,107.32,1431.14,128.06,166.9645,134.193,239.7659,1.28
06/04/2003,1424.905,3175.89,957.69,,2060.1,101.65,1360.3,135.71,4489.394,358.6787,619.96,107.54,1433.45,127.94,167.2964,134.073,236.9682,1.2575
06/05/2003,1430.635,3137.38,967.0,,2048.96,102.56,1356.57,136.18,4486.428,361.0375,620.52,107.65,1430.38,128.38,166.942,134.611,240.7084,1.24
06/06/2003,1427.275,3211.86,978.71,,2072.2,103.13,1356.05,135.71,4511.342,361.8511,621.93,108.01,1430.12,128.24,166.711,133.816,242.4228,1.20688
06/07/2003,,,,,,,,,4511.889,,,,,,,,,
06/08/2003,,,,,,,,,4512.437,,,,,,,,,
06/09/2003,1410.208,3167.6,984.05,,2061.36,103.54,1361.61,136.42,4512.985,362.5407,622.8,108.0,1438.24,128.67,167.6807,134.987,241.655,1.2
06/10/2003,1423.107,3196.79,978.65,,2053.34,103.33,1368.87,136.54,4522.909,363.0332,623.44,108.18,1445.49,128.92,168.7235,,242.5339,1.18
06/11/2003,1441.859,3253.96,984.44,,2072.48,103.42,1368.8,136.91,4540.179,363.0608,625.67,108.52,1445.8,129.31,168.6694,135.756,242.8608,1.1400000000000001
06/12/2003,1443.413,3292.85,985.57,,2078.03,104.6,1371.18,136.88,4539.168,364.1323,627.5,109.31,1449.01,129.33,169.1759,135.662,235.8435,1.11875
06/13/2003,1429.113,3240.27,991.86,,2064.48,104.97,1375.93,137.32,4547.537,366.3883,633.51,110.57,1454.95,129.64,170.0103,136.119,230.7487,1.0875
06/14/2003,,,,,,,,,4548.066,,,,,,,,,
06/15/2003,,,,,,,,,4548.599,,,,,,,,,
06/16/2003,1461.146,3309.26,981.99,,2073.86,105.46,1370.71,137.2,4552.311,367.5838,634.43,110.84,1450.25,129.58,169.0088,135.553,231.5021,1.06
06/17/2003,1462.481,3327.46,996.23,,2092.56,107.35,1363.64,136.7,4535.892,367.9935,635.11,111.14,1444.37,129.22,167.8197,134.358,232.2063,1.055
06/18/2003,1460.317,3355.95,1005.69,,2101.53,106.73,1357.11,135.71,4522.085,364.6714,635.63,111.31,1438.03,128.48,166.5339,133.106,229.5339,1.065
06/19/2003,1438.086,3308.87,1008.01,,2063.79,107.29,1358.09,135.7,4524.544,363.357,636.29,111.36,1438.91,128.43,166.8422,133.244,230.1371,1.0275
06/20/2003,1439.536,3339.87,1011.48,,2078.12,106.97,1354.46,135.73,4517.97,360.2975,636.61,111.54,1435.02,128.46,166.2782,133.48,232.9448,1.02
06/21/2003,,,,,,,,,4518.515,,,,,,,,,
06/22/2003,,,,,,,,,4519.061,,,,,,,,,
06/23/2003,1419.241,3260.71,1017.77,,2042.02,105.5,1360.48,135.95,4519.664,360.776,636.33,111.66,1439.29,128.74,167.0879,133.744,231.491,1.01625
06/24/2003,1421.858,3255.66,993.59,,2028.56,104.88,1364.45,135.88,4532.038,362.3142,636.45,111.53,1443.47,128.66,167.698,133.341,228.8046,1.00875
06/25/2003,1410.095,3264.92,995.75,,2032.85,105.84,1355.91,136.14,4533.417,361.4274,636.45,111.55,1435.17,128.9,166.7221,133.728,234.3811,1.0
06/26/2003,1425.824,3263.76,999.51,,2019.76,105.81,1344.9,135.13,4493.799,357.0424,636.16,111.65,1423.83,128.05,164.9754,132.528,227.7912,1.1
06/27/2003,1411.966,3264.6,1016.61,,2032.84,106.14,1342.89,134.8,4482.548,355.5124,635.76,111.57,1421.96,127.67,164.6862,131.988,229.2271,1.11375
06/28/2003,,,,,,,,,4483.117,,,,,,,,,
06/29/2003,,,,,,,,,4483.684,,,,,,,,,
06/30/2003,1409.478,3219.38,1017.07,,2014.51,105.9,1346.91,135.12,4486.566,357.0916,635.99,111.6,1425.78,127.92,164.9965,132.391,233.2028,1.11625
07/01/2003,1421.026,3150.22,1031.5,,1980.9,107.21,1345.55,135.19,4486.523,357.3136,635.98,111.61,1423.73,127.98,164.4631,132.981,233.8183,1.11
07/02/2003,1437.614,3221.42,1064.13,,2002.75,108.68,1347.02,134.8,4473.123,356.9085,635.88,111.78,1425.51,127.74,164.1872,132.301,232.7219,1.11
07/03/2003,1425.966,3224.82,1072.23,,2011.72,109.31,1339.95,134.47,4478.217,354.7714,636.08,111.86,1417.8,127.46,163.0,131.978,233.4662,1.11
07/04/2003,,3206.89,1067.99,,2010.07,109.82,,134.81,4470.618,,,111.93,,127.78,163.0,132.796,,1.11
07/05/2003,,,,,,,,,4471.19,,,,,,,,,
07/06/2003,,,,,,,,,4471.769,,,,,,,,,
07/07/2003,1453.072,3310.53,1088.67,,2036.69,111.4,1336.66,134.53,4476.503,350.9408,636.86,112.04,1414.99,127.57,162.1649,132.419,233.2184,1.11
07/08/2003,1458.512,3319.49,1099.09,,2036.11,111.97,1334.98,134.53,4465.855,351.4867,637.12,111.88,1414.75,127.52,161.8744,132.317,234.5137,1.11
07/09/2003,1450.506,3294.04,1102.57,,2027.41,111.39,1336.56,134.56,4472.387,352.1295,637.46,111.83,1417.19,127.48,162.6172,132.129,237.8759,1.11
07/10/2003,1430.96,3252.45,1096.66,,2014.45,110.47,1338.47,134.84,4486.482,353.0948,637.92,111.83,1419.22,127.73,163.6399,132.738,236.2677,1.11
07/11/2003,1444.7,3300.16,1064.73,,2029.13,110.36,1341.21,134.94,4486.86,352.3635,638.41,111.96,1421.78,127.88,164.2632,133.377,236.5646,1.1056300000000001
07/12/2003,,,,,,,,,4487.432,,,,,,,,,
07/13/2003,,,,,,,,,4488.0,,,,,,,,,
07/14/2003,1453.001,3353.65,1074.03,,2063.89,112.61,1335.47,135.13,4493.208,353.3716,639.96,111.96,1416.65,128.05,163.5036,133.733,235.7918,1.10313
07/15/2003,1448.022,3334.65,1074.92,,2051.32,112.16,1322.99,134.35,4482.007,350.6393,640.86,111.71,1403.53,127.19,161.702,132.744,234.9217,1.1
07/16/2003,1438.855,3314.18,1068.67,,2038.63,111.65,1321.77,134.13,4437.498,350.5115,640.78,111.69,1403.41,126.91,161.6208,132.46,231.4939,1.11
07/17/2003,1421.111,3263.21,1046.52,,2028.35,110.33,1321.52,133.79,4444.555,352.2147,640.73,111.66,1403.01,126.6,161.6348,131.786,233.2559,1.11
07/18/2003,1437.885,3275.46,1050.46,,2036.66,109.8,1320.43,134.1,4450.392,353.2105,640.53,111.58,1402.52,126.76,161.9326,132.249,234.9889,1.11
07/19/2003,,,,,,,,,4450.972,,,,,,,,,
07/20/2003,,,,,,,,,4451.563,,,,,,,,,
07/21/2003,1416.878,3223.36,,,2022.2,109.53,1307.75,133.8,4449.73,353.1162,641.01,111.6,1389.23,126.49,159.6863,131.992,234.5849,1.11
07/22/2003,1430.35,3246.1,1044.93,,2039.94,109.96,1310.09,133.79,4436.333,353.8281,640.82,111.58,1391.94,126.49,159.9442,131.847,227.5195,1.11
07/23/2003,1431.102,3235.69,1059.65,,2043.46,109.73,1312.73,134.2,4452.304,353.7532,640.84,111.54,1395.24,126.78,160.8381,132.218,229.0225,1.11
07/24/2003,1420.955,3304.7,1064.16,,2075.02,110.86,1309.27,133.86,4457.787,352.7009,640.4,111.57,1391.99,126.47,160.3345,131.944,230.6577,1.11
07/25/2003,1445.701,3256.2,1064.17,,2065.81,111.76,1308.23,134.37,4442.61,352.9126,639.86,111.65,1390.86,126.95,160.6327,132.706,230.9113,1.11
07/26/2003,,,,,,,,,4443.2,,,,,,,,,
07/27/2003,,,,,,,,,4443.8,,,,,,,,,
07/28/2003,1442.576,3315.71,1080.43,,2074.63,113.05,1301.31,133.68,4435.914,351.978,640.09,111.82,1383.66,126.44,159.0712,131.781,231.039,1.11
07/29/2003,1432.306,3293.91,1078.74,,2068.73,112.71,1294.48,133.87,4429.775,349.6703,637.32,111.97,1374.63,126.6,157.6288,132.164,231.2854,1.11
07/30/2003,1429.906,3311.89,1063.12,,2072.26,112.04,1299.29,133.67,4424.321,349.1667,634.84,112.0,1378.88,126.47,158.8683,131.867,232.8527,1.11625
07/31/2003,1434.329,3359.75,1057.59,,2080.19,112.48,1287.75,133.1,4437.16,346.2021,629.0,111.64,1363.85,125.99,157.0934,131.008,233.1563,1.11438
08/01/2003,1419.639,3307.13,1060.99,,2050.87,112.68,1288.52,132.83,4418.864,342.8026,626.28,111.6,1366.62,125.69,157.6604,130.938,241.8148,1.1412499999999999
08/02/2003,,,,,,,,,4419.479,,,,,,,,,
08/03/2003,,,,,,,,,4420.088,,,,,,,,,
08/04/2003,1423.509,3275.9,1052.1,,2051.69,112.29,1295.07,133.27,4431.269,341.0524,626.71,111.55,1373.46,125.99,158.6615,131.727,238.6398,1.1400000000000001
08/05/2003,1398.421,3309.9,1041.91,,2062.18,111.73,1286.71,133.14,4433.854,342.3452,625.55,111.55,1363.78,125.85,156.9817,131.4849,240.4565,1.13875
08/06/2003,1401.012,3250.69,1038.65,,2038.27,110.74,1297.51,133.3,4424.972,341.043,623.44,111.62,1374.05,126.06,158.3867,131.6011,239.4224,1.1400000000000001
08/07/2003,1411.265,3248.93,1031.15,,2050.86,111.6,1300.34,133.67,4438.725,344.1629,622.38,111.53,1377.57,126.4,159.1736,132.004,243.8994,1.1368800000000001
08/08/2003,1416.304,3282.42,1032.91,,2077.01,111.57,1300.39,134.31,4442.978,347.7227,623.01,111.58,1378.15,127.04,159.3752,133.1822,242.4297,1.13
08/09/2003,,,,,,,,,4443.576,,,,,,,,,
08/10/2003,,,,,,,,,4444.181,,,,,,,,,
08/11/2003,1421.01,3308.21,1045.34,,2091.47,112.45,1296.18,133.87,4424.207,347.3366,623.16,111.46,1374.53,126.56,159.142,132.3253,242.0096,1.13
08/12/2003,1435.169,3331.59,1052.18,,2095.93,112.59,1297.92,133.93,4423.888,347.6352,622.84,111.54,1375.87,126.61,159.436,132.6507,242.9089,1.13
08/13/2003,1426.554,3333.14,1071.5,,2101.81,114.11,1285.0,133.29,4413.085,345.6132,621.3,111.64,1361.84,126.08,157.8729,131.7237,238.914,1.13
08/14/2003,1435.955,3394.93,1087.48,,2130.54,115.2,1284.46,132.98,4408.099,346.1384,618.45,111.63,1361.06,125.74,157.9571,131.5749,238.3892,1.13
08/15/2003,1436.426,3401.35,1086.19,,2135.32,115.62,1287.14,133.44,4417.146,346.1913,617.63,111.34,1360.8,126.07,158.9146,132.163,238.1072,1.13
08/16/2003,,,,,,,,,4417.763,,,,,,,,,
08/17/2003,,,,,,,,,4418.377,,,,,,,,,
08/18/2003,1449.647,3436.62,1098.82,,2147.78,116.45,1290.16,133.46,4419.915,347.5517,618.99,111.45,1364.7,126.2,158.8396,132.1664,238.7777,1.13
08/19/2003,1453.453,3443.55,1115.31,,2137.07,116.88,1297.51,133.48,4421.569,349.9936,622.44,111.62,1372.91,126.26,160.519,132.2791,237.8994,1.13
08/20/2003,1450.606,3421.47,1127.06,,2125.5,117.06,1293.84,133.4,4438.299,350.5927,625.8,111.72,1370.36,126.2,160.3242,132.2035,240.8926,1.13
08/21/2003,1454.977,3449.86,1136.63,,2128.59,118.66,1289.05,133.31,4431.936,350.7166,628.68,112.06,1367.17,126.23,159.7705,132.1183,245.3766,1.13
08/22/2003,1440.166,3462.73,1130.57,,2129.8,119.11,1292.71,133.4,4422.395,351.8106,629.86,112.31,1371.13,126.33,160.4528,132.3671,245.9133,1.1400000000000001
08/23/2003,,,,,,,,,4423.018,,,,,,,,,
08/24/2003,,,,,,,,,4423.635,,,,,,,,,
08/25/2003,1441.112,3424.66,1123.36,,,118.65,1288.92,,4426.14,351.5858,630.85,,1367.09,,159.5861,132.3385,243.4759,
08/26/2003,1445.505,3387.41,1127.99,,2105.34,118.0,1292.02,133.45,4417.271,352.7244,631.46,112.39,1370.07,126.34,159.7007,132.323,244.2102,1.1400000000000001
08/27/2003,1445.837,3418.95,1126.78,,2120.25,118.57,1288.54,133.31,4425.717,353.083,632.84,112.38,1367.01,126.23,159.0643,132.0254,240.5862,1.1400000000000001
08/28/2003,1454.696,3439.29,1118.71,,2116.0,118.73,1296.21,133.46,4421.613,353.4763,634.71,112.5,1375.81,126.42,159.9929,132.369,241.9591,1.1400000000000001
08/29/2003,1462.302,3413.54,1128.31,,2097.4,120.01,1295.39,133.43,4433.953,353.7282,636.23,113.46,1375.19,126.37,160.1316,132.2444,242.459,1.1400000000000001
08/30/2003,,,,,,,,,4434.572,,,,,,,,,
08/31/2003,,,,,,,,,4435.187,,,,,,,,,
09/01/2003,,3472.54,1156.45,,2119.26,121.11,,133.37,4429.064,,,113.54,,126.23,160.1316,131.9881,,1.1400000000000001
09/02/2003,1482.609,3471.07,1158.59,,2119.22,121.04,1285.43,132.52,4409.96,353.2091,639.26,114.06,1366.65,125.59,158.5765,130.6118,232.1754,1.1400000000000001
09/03/2003,1489.247,3526.81,1163.51,,2149.1,121.98,1285.92,132.3,4405.979,353.3668,640.38,114.19,1367.08,125.48,158.4419,130.2874,233.1694,1.14563
09/04/2003,1491.767,3523.14,1160.08,,2142.4,122.37,1291.46,132.48,4405.951,354.3301,641.04,114.33,1372.62,125.65,159.109,130.7178,232.1476,1.14625
09/05/2003,1482.241,3491.12,1155.55,,2146.62,122.99,1303.15,132.84,4416.107,357.8246,641.93,114.17,1384.76,125.89,161.0253,131.2985,231.5866,1.14219
09/06/2003,,,,,,,,,4416.752,,,,,,,,,
09/07/2003,,,,,,,,,4417.38,,,,,,,,,
09/08/2003,1497.218,3518.86,1157.5,,2164.21,123.45,1301.71,133.2,4438.209,358.3485,643.29,114.19,1382.06,126.16,160.6816,131.6782,231.334,1.1400000000000001
09/09/2003,1484.93,3476.79,1177.51,,2150.0,123.07,1303.19,133.0,4426.491,357.9545,644.87,114.1,1383.64,125.85,160.735,131.464,232.9089,1.1400000000000001
09/10/2003,1467.289,3425.3,1175.56,,2144.53,122.66,1310.09,133.37,4433.638,360.3008,645.89,114.13,1391.32,126.18,161.6322,132.0557,234.7581,1.1400000000000001
09/11/2003,1475.715,3434.94,1152.98,,2139.54,122.84,1305.72,133.18,4420.147,359.953,645.97,114.2,1387.01,126.1,160.9558,131.7944,231.831,1.1400000000000001
09/12/2003,1478.935,3400.29,1174.05,,2137.33,122.82,1309.89,133.96,4417.151,360.907,646.04,114.21,1392.44,126.79,161.6926,133.1319,229.4131,1.1400000000000001
09/13/2003,,,,,,,,,4417.783,,,,,,,,,
09/14/2003,,,,,,,,,4418.423,,,,,,,,,
09/15/2003,1473.434,3412.11,,,2148.99,121.73,1311.94,133.91,4435.819,362.1536,646.49,114.63,1396.2,126.68,162.0169,132.9379,228.648,1.1400000000000001
09/16/2003,1494.503,3451.69,1195.93,,2168.18,122.75,1309.09,133.7,4432.383,361.9425,647.83,114.73,1393.62,126.53,161.1212,132.5994,225.4155,1.1400000000000001
09/17/2003,1489.696,3453.73,1207.76,,2166.54,123.11,1315.55,133.89,4429.897,363.0155,649.77,114.87,1401.75,126.74,161.7994,132.7235,222.8089,1.1400000000000001
09/18/2003,1509.472,3482.79,1211.31,,2177.51,122.96,1315.22,133.85,4438.357,363.5559,651.22,115.05,1402.42,126.82,161.9283,132.5493,221.8336,1.1400000000000001
09/19/2003,1504.737,3447.93,1204.9,,2148.39,122.53,1316.49,134.13,4436.902,364.3311,652.14,115.11,1404.68,127.05,162.3918,133.0533,221.3021,1.1400000000000001
09/20/2003,,,,,,,,,4437.541,,,,,,,,,
09/21/2003,,,,,,,,,4438.171,,,,,,,,,
09/22/2003,1485.161,3356.66,1174.69,,2133.83,121.26,1312.23,134.43,4446.517,362.3127,651.89,115.24,1398.87,127.3,161.608,133.4655,222.4876,1.1400000000000001
09/23/2003,1494.194,3328.52,,,2130.58,121.78,1314.79,134.61,4449.467,361.7001,651.31,115.41,1399.95,127.52,162.2489,133.7969,222.3462,1.1400000000000001
09/24/2003,1465.664,3307.57,1175.2,,2139.22,122.69,1320.16,134.47,4451.061,363.5349,652.25,115.5,1406.25,127.47,163.4227,133.5007,228.103,1.1400000000000001
09/25/2003,1457.087,3291.27,1149.55,,2121.94,121.52,1322.28,134.74,4467.61,363.8769,652.53,115.46,1408.8,127.66,164.1485,133.8508,228.2217,1.1400000000000001
09/26/2003,1448.031,3268.29,1153.7,,2099.19,120.57,1327.48,135.05,4469.157,364.0594,652.82,115.44,1414.45,128.01,165.0345,134.3674,226.8183,1.1400000000000001
09/27/2003,,,,,,,,,4469.774,,,,,,,,,
09/28/2003,,,,,,,,,4470.398,,,,,,,,,
09/29/2003,1462.196,3257.87,1142.13,,2091.92,120.68,1324.35,135.07,4479.712,363.9285,653.59,115.4,1411.62,127.92,164.4378,134.4589,229.4309,1.16
09/30/2003,1446.773,3198.8,1151.15,,2065.95,120.88,1334.45,135.45,4468.97,364.5108,653.62,115.42,1424.43,128.14,165.5099,135.2923,232.6344,1.16
10/01/2003,1479.23,3256.72,1163.75,,2105.58,122.18,1334.81,135.42,4494.876,364.6255,656.04,115.32,1424.93,128.07,165.2048,135.2352,233.2744,1.15
10/02/2003,1482.361,3250.54,1194.59,,2125.72,123.91,1330.29,134.59,4487.521,364.3862,656.57,115.45,1419.62,127.39,164.4334,133.92,235.3425,1.15
10/03/2003,1496.317,3359.83,1205.46,,2158.53,124.98,1316.79,133.86,4480.314,364.3708,656.07,115.49,1405.05,126.77,162.7723,133.0062,237.7107,1.15
10/04/2003,,,,,,,,,4480.937,,,,,,,,,
10/05/2003,,,,,,,,,4481.556,,,,,,,,,
10/06/2003,1502.861,3333.95,1207.7,,2156.55,126.13,1321.07,134.24,4439.603,365.5585,656.84,115.58,1409.33,127.1,163.4596,133.4878,238.3071,1.15
10/07/2003,1510.048,3306.6,1214.67,,2157.49,126.82,1314.74,134.02,4444.4,365.4925,657.71,115.47,1402.55,126.76,162.8236,133.2029,240.065,1.15
10/08/2003,1502.652,3302.96,1191.77,,2155.87,127.66,1314.91,134.1,4438.26,368.2719,658.7,115.33,1403.05,126.71,162.5818,133.6395,238.6624,1.15
10/09/2003,1509.857,3379.72,1194.93,,2178.75,129.31,1311.1,133.78,4434.635,367.8415,659.42,115.47,1399.72,126.52,162.3799,133.3857,246.6002,1.15
10/10/2003,1508.998,3363.1,1213.39,,2177.3,130.65,1314.55,134.1,4428.452,368.7219,660.39,115.49,1403.78,126.78,163.4739,134.7665,252.2888,1.15
10/11/2003,,,,,,,,,4429.092,,,,,,,,,
10/12/2003,,,,,,,,,4429.738,,,,,,,,,
10/13/2003,1519.597,3423.14,,,2203.22,131.5,,133.58,4428.212,,,115.77,,126.48,163.4739,134.2262,252.9424,1.15
10/14/2003,1525.604,3408.42,1228.57,,2188.95,130.95,1308.67,133.59,4423.482,369.5858,661.65,115.83,1398.74,126.44,162.7436,134.3239,251.4514,1.15
10/15/2003,1521.951,3435.37,1220.64,,2207.32,130.66,1305.14,133.21,4423.7,369.3019,661.79,116.1,1397.16,126.19,162.4757,133.9362,251.1922,1.15625
10/16/2003,1526.802,3417.18,1232.57,,2192.6,131.88,1300.36,133.49,4416.756,368.7729,664.7,116.25,1393.54,126.47,162.5896,134.0678,249.5685,1.16
10/17/2003,1511.177,3407.86,1236.79,,2194.77,131.26,1305.07,133.38,4403.665,367.4289,664.99,116.22,1399.3,126.35,163.4461,134.053,243.4088,1.17
10/18/2003,,,,,,,,,4404.323,,,,,,,,,
10/19/2003,,,,,,,,,4404.982,,,,,,,,,
10/20/2003,1518.973,3409.67,1249.22,,2196.57,131.75,1306.72,133.47,4405.726,367.2018,665.84,116.26,1401.07,126.43,163.8958,134.0577,241.0121,1.17
10/21/2003,1520.928,3420.3,1235.34,,2198.98,131.41,1307.3,133.79,4412.783,368.2216,666.3,116.42,1400.71,126.69,163.8128,134.3234,241.3183,1.17
10/22/2003,1498.283,3353.28,1213.25,,2165.29,131.06,1313.7,133.83,4425.988,367.2334,665.59,116.43,1405.95,126.67,164.5326,134.4549,240.5059,1.17
10/23/2003,1503.262,3325.36,1149.16,,2142.35,128.43,1311.31,133.7,4438.645,365.962,664.49,116.42,1402.68,126.55,164.8336,134.3483,243.2667,1.16063
10/24/2003,1496.195,3316.66,1158.15,,2141.73,128.43,1318.49,133.74,4427.604,366.5608,664.96,116.46,1411.16,126.57,166.236,134.3678,242.53,1.16313
10/25/2003,,,,,,,,,4428.256,,,,,,,,,
10/26/2003,,,,,,,,,4428.914,,,,,,,,,
10/27/2003,1499.43,3356.42,1167.07,,2147.95,128.55,1315.43,133.63,4425.351,365.7784,665.73,116.54,1407.7,126.5,165.9185,134.1291,240.537,1.16125
10/28/2003,1522.206,3397.0,1180.97,,2158.87,130.51,1320.91,133.56,4417.275,366.4053,666.7,116.71,1414.24,126.58,166.6382,134.2168,239.5818,1.16938
10/29/2003,1524.414,3414.98,1194.49,,2156.33,131.06,1315.36,133.57,4434.932,366.8721,667.2,116.93,1408.23,126.62,165.952,134.5592,238.4596,1.16
10/30/2003,1523.123,3436.19,1190.77,,2174.16,131.42,1311.04,133.26,4423.227,366.2497,667.5,117.12,1404.11,126.38,165.5727,134.4374,234.7957,1.1625
10/31/2003,1528.616,3440.9,1178.93,,2167.42,131.17,1314.09,133.67,4411.979,367.518,666.82,117.37,1409.45,126.76,166.35,134.9703,238.4895,1.16938
11/01/2003,,,,,,,,,4412.641,,,,,,,,,
11/02/2003,,,,,,,,,4413.312,,,,,,,,,
11/03/2003,1540.71,3517.41,,,2190.16,133.21,1310.42,133.18,4406.276,368.3963,668.96,117.62,1405.26,126.35,165.9797,134.2453,235.6278,1.17
11/04/2003,1532.336,3511.62,1209.03,,2188.98,133.85,1314.39,133.47,4405.195,370.0204,669.68,117.65,1408.97,126.57,166.6615,134.8006,234.9616,1.17
