,SPTR Index,SX5T Index,TPXDDVD Index,HSI 1 Index,TUKXG Index,M1EF Index,LUATTRUU Index,LETGTREU Index,BATY0 Index,EMUSTRUU Index,LF98TRUU Index,LP01TREU Index,LUACTRUU Index,LP06TREU Index,BCIT1T Index,BEIG1T Index,SPGSCI Index,US0003M Index
09/28/2002,,,,,,,,,4232.021,,,,,,,,,
09/29/2002,,,,,,,,,4232.616,,,,,,,,,
09/30/2002,1163.044,2874.45,1028.93,,1811.57,83.04,1292.36,127.76,4253.157,266.6508,502.87,82.29,1281.86,121.72,154.1768,121.6955,227.5257,1.79
10/01/2002,1209.59,2955.5,1009.18,,1848.39,83.95,1286.22,,4253.507,269.0955,502.7,82.4,1276.37,121.58,153.4539,121.4254,229.1161,1.7618800000000001
10/02/2002,1181.323,3079.61,997.86,,1901.11,84.13,1286.99,,4233.846,270.493,502.59,82.33,1278.17,121.2,153.3711,120.9036,228.3948,1.77
10/03/2002,1168.569,3005.87,987.08,,1888.98,83.87,1287.18,,4240.688,272.0162,501.73,82.38,1277.66,121.13,153.5272,120.7715,222.7227,1.76
10/04/2002,1142.357,2900.98,996.03,,1856.58,84.15,1287.29,,4236.356,273.6289,500.96,82.49,1275.5,121.35,153.753,120.9982,221.9119,1.76
10/05/2002,,,,,,,,,4236.941,,,,,,,,,
10/06/2002,,,,,,,,,4237.537,,,,,,,,,
10/07/2002,1120.515,2878.66,961.26,,1840.59,82.01,1290.27,,4238.126,272.9523,500.36,82.33,1273.07,121.64,153.9361,121.315,222.5995,1.76
10/08/2002,1139.899,2830.3,961.61,,1816.03,82.12,1289.26,,4236.29,272.356,498.67,82.3,1264.72,121.65,153.9963,121.4435,223.5355,1.76563
10/09/2002,1108.909,2803.86,943.18,,1822.03,80.98,1294.07,,4226.321,270.227,498.16,82.07,1264.77,121.49,153.5518,121.2571,223.2876,1.77
10/10/2002,1147.8,2914.52,933.49,,1839.02,79.55,1290.08,,4246.013,270.1746,497.34,82.07,1258.67,121.16,152.9607,120.7609,220.9612,1.76375
10/11/2002,1192.63,3067.37,947.8,,1924.75,79.92,1281.53,,4235.351,270.6612,491.54,82.12,1255.75,120.82,152.1945,120.2623,224.032,1.775
10/12/2002,,,,,,,,,4235.937,,,,,,,,,
10/13/2002,,,,,,,,,4236.527,,,,,,,,,
10/14/2002,1201.367,3023.93,,,1914.17,80.7,,,4222.465,,,82.14,,120.61,152.1945,120.0608,227.2674,1.78
10/15/2002,1258.237,3241.25,979.24,,2010.9,82.84,1268.35,,4222.47,270.4999,491.08,80.8,1246.01,120.07,150.8241,119.4078,228.0212,1.8025
10/16/2002,1228.014,3188.72,984.69,,1976.31,83.56,1266.42,,4195.522,270.803,490.42,80.92,1242.59,119.81,150.2595,119.1176,227.378,1.8225
10/17/2002,1255.418,3308.18,988.06,,2031.33,84.93,1260.59,,4180.775,272.8648,490.49,81.26,1238.23,120.12,149.1222,119.3124,228.3336,1.8399999999999999
10/18/2002,1262.836,3296.35,998.66,,2011.78,86.46,1260.3,,4182.875,274.6854,491.02,81.2,1238.29,120.04,149.0152,119.1886,227.7338,1.8275000000000001
10/19/2002,,,,,,,,,4183.493,,,,,,,,,
10/20/2002,,,,,,,,,4184.114,,,,,,,,,
10/21/2002,1284.727,3325.65,993.21,,2013.35,86.2,1255.93,,4193.481,275.1987,491.71,81.35,1235.18,120.07,148.5605,119.2758,221.815,1.82625
10/22/2002,1271.079,3270.43,963.56,,2006.1,85.57,1254.49,,4176.92,275.4664,491.14,81.4,1235.91,119.8,147.9653,118.7159,220.0506,1.8399999999999999
10/23/2002,1279.634,3129.92,967.58,,1951.89,87.44,1254.81,,4180.958,276.5907,491.2,81.57,1236.95,120.19,147.7769,119.1474,220.9945,1.83875
10/24/2002,1260.168,3221.03,960.11,,1999.04,87.4,1260.52,,4192.189,277.5566,492.37,81.64,1242.6,119.99,148.318,118.9221,221.1584,1.83
10/25/2002,1281.807,3204.45,974.01,,1973.41,87.43,1264.55,,4203.005,278.9645,492.75,81.82,1246.1,120.22,148.5005,119.2572,216.5849,1.8199999999999998
10/26/2002,,,,,,,,,4203.614,,,,,,,,,
10/27/2002,,,,,,,,,4204.231,,,,,,,,,
10/28/2002,1271.204,3271.74,974.29,,1992.59,88.56,1266.17,,4223.06,278.6088,494.87,81.88,1250.24,120.49,148.8907,119.4427,217.6566,1.7774999999999999
10/29/2002,1259.794,3108.7,963.79,,1917.32,87.53,1275.85,,4227.589,278.8252,495.32,81.99,1259.46,120.87,150.0422,119.7285,215.4259,1.76
10/30/2002,1272.246,3219.96,972.17,,1950.96,87.25,1274.72,,4239.255,281.6812,495.94,81.96,1259.65,120.61,149.9527,119.6026,215.9475,1.70688
10/31/2002,1265.411,3286.07,963.24,,1969.0,88.43,1278.06,126.94,4251.505,283.4021,498.48,84.54,1264.65,120.93,150.0354,119.88,217.423,1.68625
11/01/2002,1287.127,3245.2,968.43,,1948.19,88.1,1274.94,,4268.899,284.239,498.99,84.51,1261.67,120.58,149.8022,119.6077,217.1124,1.65875
11/02/2002,,,,,,,,,4269.483,,,,,,,,,
11/03/2002,,,,,,,,,4270.066,,,,,,,,,
11/04/2002,1297.692,3382.86,,,2018.61,89.84,1271.19,,4254.889,284.3626,500.4,84.78,1263.81,120.53,149.4563,119.5375,215.0936,1.63375
11/05/2002,1307.801,3411.02,989.05,,2020.89,89.49,1269.52,,4247.147,284.0146,501.05,85.74,1263.69,120.27,149.6326,119.2505,211.2982,1.62
11/06/2002,1320.039,3364.33,986.69,,2000.59,90.58,1272.13,,4240.241,283.5135,502.05,85.9,1269.41,120.27,150.1603,119.2903,209.2593,1.6099999999999999
11/07/2002,1290.154,3243.58,983.72,,1989.64,91.27,1282.11,,4256.522,284.9252,504.59,86.0,1279.53,120.68,151.6134,119.7248,207.5361,1.395
11/08/2002,1278.942,3197.39,963.52,,1966.88,91.43,1286.01,,4268.386,285.7395,504.72,86.07,1282.21,121.18,152.0955,120.2459,207.8281,1.395
11/09/2002,,,,,,,,,4268.982,,,,,,,,,
11/10/2002,,,,,,,,,4269.562,,,,,,,,,
11/11/2002,1252.419,3176.92,935.25,,1957.62,90.2,,127.47,4295.625,,,86.1,,121.44,152.0955,120.4782,208.0755,1.3975
11/12/2002,1262.142,3202.42,937.97,,1991.48,89.69,1286.7,127.79,4302.979,285.4386,506.58,86.06,1281.14,121.69,152.1657,121.0522,207.6771,1.4
11/13/2002,1261.968,3178.16,934.41,,1966.99,89.49,1288.06,127.71,4304.43,285.3232,506.76,86.09,1282.04,121.64,152.3488,121.1105,204.5763,1.4
11/14/2002,1293.214,3295.67,920.4,,1978.59,89.77,1276.8,127.34,4305.419,286.4382,509.13,86.12,1277.21,121.35,151.2081,120.7326,205.3377,1.405
11/15/2002,1301.281,3308.7,937.66,,1997.38,91.4,1275.39,127.44,4279.251,287.8807,512.1,88.24,1282.61,121.39,150.9076,120.8869,207.239,1.42031
11/16/2002,,,,,,,,,4279.84,,,,,,,,,
11/17/2002,,,,,,,,,4280.44,,,,,,,,,
11/18/2002,1287.791,3356.89,920.34,,2009.28,91.78,1277.91,127.4,4283.645,289.7356,514.33,88.74,1287.14,121.38,151.1741,120.7296,212.9624,1.42
11/19/2002,1282.613,3327.95,912.8,,1999.77,91.1,1280.5,127.58,4290.014,291.0539,515.02,88.77,1289.19,121.56,151.3854,120.9066,212.6158,1.42
11/20/2002,1307.609,3320.0,928.14,,2000.24,91.1,1273.98,127.75,4290.465,291.6187,515.39,88.83,1283.47,121.71,150.8866,121.1988,215.1425,1.42
11/21/2002,1335.746,3450.12,947.17,,2046.72,92.38,1269.12,127.21,4268.981,291.9696,517.97,89.22,1282.63,121.32,150.1728,120.7363,216.518,1.42375
11/22/2002,1331.165,3455.38,959.68,,2039.5,92.95,1266.94,127.18,4256.562,291.9499,518.29,89.53,1280.65,121.35,150.0851,120.7012,218.4081,1.42625
11/23/2002,,,,,,,,,4257.166,,,,,,,,,
11/24/2002,,,,,,,,,4257.761,,,,,,,,,
11/25/2002,1334.518,3442.3,976.82,,2013.6,93.6,1267.24,127.1,4245.451,291.3382,518.97,89.54,1281.18,121.26,150.1342,120.5783,215.6555,1.43
11/26/2002,1306.791,3346.23,965.27,,1988.57,92.93,1273.92,127.51,4257.782,291.2595,519.13,89.71,1287.67,121.55,150.7516,120.9553,215.7517,1.4275
11/27/2002,1343.471,3464.04,971.15,,2024.62,93.26,1262.17,127.13,4275.671,292.0122,528.24,89.58,1278.97,121.07,149.6237,120.6516,217.795,1.42
11/28/2002,,3483.77,992.21,,2044.75,93.78,,127.2,4250.386,,,91.42,,121.13,149.6237,120.8285,,1.42563
11/29/2002,1339.892,3466.76,997.35,,2036.94,94.52,1265.4,127.46,4248.618,293.4862,529.36,91.53,1284.42,121.4,149.9583,121.1287,217.5085,1.425
11/30/2002,,,,,,,,,4249.213,,,,,,,,,
12/01/2002,,,,,,,,,4249.819,,,,,,,,,
12/02/2002,1337.345,3474.11,992.41,,2029.55,95.17,1265.4,127.27,4238.891,295.9302,530.01,91.44,1286.1,121.27,149.9803,120.9034,220.1022,1.4224999999999999
12/03/2002,1317.645,3373.64,995.17,,1991.01,95.31,1264.96,127.56,4245.542,295.238,530.59,91.55,1285.46,121.58,149.9194,121.3414,219.085,1.4212500000000001
12/04/2002,1313.535,3362.66,977.17,,1978.64,93.88,1269.03,127.6,4265.015,294.779,530.72,91.56,1287.91,121.64,150.3899,121.5742,216.602,1.42
12/05/2002,1297.804,3297.65,968.47,,1970.73,93.85,1272.92,127.82,4275.512,293.2186,530.95,91.63,1291.13,121.84,150.8136,121.918,219.0531,1.42
12/06/2002,1305.985,3303.5,961.53,,1961.47,93.57,1274.57,128.05,4279.001,294.375,530.88,91.6,1291.53,122.0,151.0019,122.1714,217.1637,1.42
12/07/2002,,,,,,,,,4279.603,,,,,,,,,
12/08/2002,,,,,,,,,4280.194,,,,,,,,,
12/09/2002,1277.054,3208.7,955.11,,1922.6,93.78,1278.21,128.28,4293.745,295.527,531.14,91.74,1294.45,122.23,151.3068,122.3812,217.9498,1.41125
12/10/2002,1294.908,3245.14,956.87,,1918.24,93.05,1279.25,128.4,4291.819,295.7137,531.29,92.03,1294.5,122.23,151.3604,122.4277,221.826,1.41
12/11/2002,1295.907,3282.2,951.78,,1942.64,92.88,1283.46,128.56,4296.021,296.8914,531.21,91.59,1298.84,122.42,151.7897,122.6691,221.2201,1.41
12/12/2002,1291.162,3224.83,951.11,,1923.31,93.49,1283.34,128.83,4298.451,297.5382,531.16,91.52,1299.96,122.56,151.9083,123.0504,225.541,1.41
12/13/2002,1273.83,3170.08,933.73,,1895.33,93.36,1279.0,128.88,4310.388,297.9288,531.6,92.16,1300.38,122.64,151.7447,123.2805,228.9152,1.41
12/14/2002,,,,,,,,,4310.967,,,,,,,,,
12/15/2002,,,,,,,,,4311.547,,,,,,,,,
12/16/2002,1303.846,3293.03,924.85,,1947.09,92.99,1274.56,128.77,4310.664,298.5832,532.29,92.28,1297.34,122.61,151.4455,123.3089,235.731,1.41
12/17/2002,1293.26,3251.97,929.42,,1910.31,93.76,1275.87,128.95,4301.555,298.6496,532.97,92.37,1300.02,122.68,151.7837,123.4965,234.71,1.41
12/18/2002,1276.362,3169.32,911.36,,1875.09,93.65,1280.44,129.25,4321.728,299.6355,533.2,92.5,1304.85,123.05,152.2489,124.0806,236.9913,1.41
12/19/2002,1266.79,3141.6,919.34,,1878.14,93.85,1286.93,129.23,4335.994,300.847,533.55,92.67,1310.73,123.08,153.2493,124.3021,235.7787,1.4
12/20/2002,1283.255,3184.55,918.86,,1901.83,94.43,1287.21,129.17,4343.181,301.3431,533.68,92.73,1311.28,123.05,153.4641,124.5769,236.0611,1.4
12/21/2002,,,,,,,,,4343.754,,,,,,,,,
12/22/2002,,,,,,,,,4344.327,,,,,,,,,
12/23/2002,1285.602,3207.43,,,1924.81,93.6,1286.44,129.36,4345.602,301.5942,533.84,92.94,1310.52,123.09,153.3709,124.7154,242.0137,1.4
12/24/2002,1278.579,3205.39,927.08,,1927.37,92.94,1290.24,129.38,4339.692,301.6488,534.03,92.94,1313.43,123.08,153.6768,124.7322,243.1542,1.4
12/25/2002,,,924.26,,,92.83,,,4340.264,,,,,,153.6768,124.7322,,
12/26/2002,1274.555,,942.1,,,93.03,1291.57,,4340.836,301.5537,534.66,,1314.51,,153.6853,124.7322,243.0381,
12/27/2002,1254.655,3087.96,949.12,,1872.8,92.59,1298.2,129.95,4355.938,301.7282,534.84,92.9,1322.09,123.5,154.2691,125.4862,243.7579,1.4
12/28/2002,,,,,,,,,4356.502,,,,,,,,,
12/29/2002,,,,,,,,,4357.063,,,,,,,,,
12/30/2002,1260.418,3115.92,942.45,,1907.64,91.33,1300.42,129.95,4361.748,301.7891,536.8,92.93,1324.93,123.48,154.7997,125.6699,236.7454,1.38
12/31/2002,1261.176,3131.9,,,1927.07,91.37,1298.28,129.97,4355.927,301.808,536.76,92.89,1323.64,123.52,155.2415,125.694,235.1541,1.38
01/01/2003,,,,,,91.41,,,4356.499,,,,,,155.2415,125.694,,
01/02/2003,1303.173,3293.89,,,1961.03,92.05,1283.93,129.31,4359.536,302.3592,537.26,92.92,1310.62,123.0,153.65,124.946,240.8537,1.38
01/03/2003,1302.546,3267.71,,,1958.83,93.89,1283.97,129.21,4320.68,303.4471,537.72,92.95,1311.32,122.89,153.656,124.865,246.8808,1.3900000000000001
01/04/2003,,,,,,,,,4321.258,,,,,,,,,
01/05/2003,,,,,,,,,4321.838,,,,,,,,,
01/06/2003,1331.82,3303.85,961.2,,1957.08,94.98,1282.5,129.4,4320.233,305.5835,539.55,93.04,1311.97,123.05,153.1837,124.914,240.7271,1.38875
01/07/2003,1323.17,3271.26,954.34,,1935.57,94.36,1285.1,129.59,4334.637,305.951,541.83,93.12,1316.3,123.27,153.2089,125.183,237.3197,1.3875
01/08/2003,1304.953,3199.27,938.27,,1919.96,94.58,1288.7,129.94,4346.792,305.7351,544.63,93.76,1319.62,123.58,154.173,125.677,235.7204,1.38
01/09/2003,1330.306,3254.63,938.03,,1924.44,94.36,1277.14,129.83,4339.638,304.9146,546.52,94.98,1308.07,123.43,153.2303,126.065,241.6633,1.38
01/10/2003,1330.293,3251.16,936.2,,1944.08,94.82,1277.5,130.0,4322.457,305.9082,547.33,95.4,1308.54,123.55,153.2526,126.45,237.9489,1.38
01/11/2003,,,,,,,,,4323.051,,,,,,,,,
01/12/2003,,,,,,,,,4323.638,,,,,,,,,
01/13/2003,1328.502,3262.4,,,1931.43,96.16,1280.01,129.92,4316.683,307.383,548.48,95.75,1313.96,123.4,153.6766,126.425,240.0144,1.3756300000000001
01/14/2003,1336.245,3277.83,945.37,,1930.12,96.32,1282.85,130.03,4327.26,307.7011,552.37,97.89,1317.74,123.49,154.2501,126.738,240.0417,1.37313
01/15/2003,1317.178,3239.02,956.28,,1901.9,96.44,1284.46,130.06,4338.412,306.6325,554.95,97.82,1320.83,123.46,154.6124,127.011,243.8016,1.37
01/16/2003,1312.005,3232.7,956.99,,1898.99,95.81,1284.9,130.06,4327.483,306.9907,555.09,97.87,1319.62,123.49,154.5328,126.991,246.3013,1.37
01/17/2003,1293.626,3122.3,960.29,,1869.03,94.55,1288.47,130.6,4338.166,306.3033,555.12,97.92,1323.27,123.99,155.3969,127.935,246.2305,1.36875
01/18/2003,,,,,,,,,4338.752,,,,,,,,,
01/19/2003,,,,,,,,,4339.333,,,,,,,,,
01/20/2003,,3073.26,954.31,,1848.51,94.21,,130.81,4357.86,,,97.79,,124.07,155.3969,128.325,,1.36375
01/21/2003,1273.314,3039.45,965.19,,1828.0,93.42,1291.03,130.93,4350.108,304.6437,555.19,97.81,1324.56,124.15,155.5601,128.237,246.5112,1.3625
01/22/2003,1260.157,2976.15,954.49,,1799.89,92.71,1295.05,131.05,4359.949,304.3497,555.35,97.83,1326.91,124.24,156.1465,128.262,246.8574,1.3599999999999999
01/23/2003,1273.04,2964.16,967.19,,1772.57,93.23,1292.69,131.18,4355.483,305.5907,555.73,97.87,1325.39,124.37,156.031,128.353,244.1573,1.3525
01/24/2003,1235.838,2920.87,962.65,,1763.55,92.03,1296.58,131.58,4369.589,303.9256,555.8,97.99,1329.08,124.76,156.8162,128.897,248.7089,1.34938
01/25/2003,,,,,,,,,4370.16,,,,,,,,,
01/26/2003,,,,,,,,,4370.729,,,,,,,,,
01/27/2003,1215.859,2816.26,949.98,,1703.41,90.43,1293.75,131.73,4371.3,304.5396,555.3,97.97,1325.76,124.89,156.6297,128.767,244.2404,1.34125
01/28/2003,1231.737,2823.15,940.09,,1707.88,90.87,1293.13,131.53,4364.308,305.232,555.19,97.9,1325.07,124.76,156.2329,128.375,246.7974,1.34
01/29/2003,1240.313,2861.35,922.87,,1704.92,90.51,1289.36,131.59,4373.884,306.2721,555.27,97.88,1322.21,124.83,155.8538,128.663,252.9168,1.34
01/30/2003,1212.228,2925.62,922.25,,1751.35,90.79,1292.59,131.27,4356.736,306.3514,555.36,98.15,1325.51,124.7,156.0729,128.505,254.148,1.35
01/31/2003,1228.138,2938.67,917.81,,1745.84,90.97,1294.33,131.43,4371.103,307.3206,554.63,97.78,1329.21,124.8,156.2654,128.846,253.4514,1.35
02/01/2003,,,,,,,,,4371.683,,,,,,,,,
02/02/2003,,,,,,,,,4372.249,,,,,,,,,
02/03/2003,1234.785,2968.98,936.26,,1805.52,91.43,1294.06,131.4,4362.352,308.0954,555.09,97.93,1329.61,124.75,156.1585,128.934,251.4533,1.35
02/04/2003,1217.4,2856.06,943.6,,1756.94,91.34,1297.99,131.79,4373.294,307.4742,555.46,97.82,1333.37,124.99,157.2502,129.95,255.4389,1.35
02/05/2003,1211.042,2909.77,944.75,,1800.31,91.31,1292.64,131.76,4383.303,307.7712,555.23,97.87,1328.93,125.0,157.1603,130.663,257.2944,1.34875
02/06/2003,1203.584,2837.12,938.78,,1760.33,90.16,1297.26,131.56,4389.084,307.8829,554.68,98.01,1333.84,124.94,157.7606,130.536,259.5126,1.35
02/07/2003,1191.457,2789.69,937.84,,1761.37,89.15,1299.28,131.84,4389.688,308.2746,554.72,98.32,1336.19,125.12,158.0641,130.606,264.8966,1.35
02/08/2003,,,,,,,,,4390.328,,,,,,,,,
02/09/2003,,,,,,,,,4390.892,,,,,,,,,
02/10/2003,1200.509,2779.42,941.84,,1751.54,88.4,1295.59,131.94,4376.724,309.0879,554.72,97.9,1332.81,125.17,158.0992,130.791,260.1759,1.34938
02/11/2003,1190.834,2863.8,,,1795.65,88.72,1296.6,131.9,4372.417,309.164,554.98,97.88,1334.04,125.17,158.4095,130.589,262.8941,1.35
02/12/2003,1176.154,2793.61,958.09,,1769.94,89.07,1299.33,132.28,4384.031,309.2557,554.41,97.81,1336.99,125.47,158.6159,131.52,259.5828,1.34
02/13/2003,1174.432,2776.76,953.38,,1767.35,87.7,1303.77,132.39,4390.926,309.047,553.77,97.57,1340.16,125.51,159.1228,131.667,260.1877,1.34
02/14/2003,1199.607,2876.46,959.01,,1767.88,87.67,1298.02,132.24,4390.954,309.2469,550.33,97.65,1333.66,125.31,158.737,131.387,261.2265,1.34
02/15/2003,,,,,,,,,4391.52,,,,,,,,,
02/16/2003,,,,,,,,,4392.088,,,,,,,,,
02/17/2003,,2929.2,963.14,,1807.26,89.9,,132.22,4369.571,,,97.69,,125.27,158.737,131.112,,1.34
02/18/2003,1223.112,2982.18,957.56,,1825.45,90.07,1299.14,132.19,4378.616,310.7702,550.98,97.88,1334.53,125.25,158.6337,130.782,261.1044,1.34
02/19/2003,1214.657,2887.2,954.08,,1793.21,89.63,1303.63,132.61,4381.469,311.1644,551.45,97.94,1339.11,125.58,159.1511,131.332,263.1976,1.34
02/20/2003,1203.178,2842.21,949.34,,1807.4,89.83,1305.89,132.68,4392.394,311.6999,552.96,97.9,1342.81,125.57,160.1194,131.596,259.8835,1.34
02/21/2003,1219.101,2887.29,939.01,,1826.94,90.08,1302.34,132.51,4398.747,312.7284,553.34,97.91,1339.91,125.4,159.9264,131.607,265.6579,1.34
02/22/2003,,,,,,,,,4399.301,,,,,,,,,
02/23/2003,,,,,,,,,4399.875,,,,,,,,,
02/24/2003,1196.706,2824.97,937.73,,1814.55,90.46,1305.76,132.88,4392.102,314.2242,554.55,97.87,1343.96,125.65,160.6953,132.191,276.6695,1.34
02/25/2003,1205.322,2721.3,915.84,,1775.16,88.72,1308.39,132.9,4404.108,314.5004,555.29,97.95,1346.08,125.63,161.1201,132.393,268.124,1.34
02/26/2003,1189.984,2692.11,914.96,,1768.03,88.5,1311.2,132.82,4399.009,315.0963,555.75,98.0,1348.67,125.57,161.0907,131.915,277.6009,1.34
02/27/2003,1204.114,2751.51,915.87,,1756.51,88.51,1312.42,132.42,4417.186,315.2194,556.83,97.95,1350.07,125.21,161.2523,131.278,276.0921,1.33875
02/28/2003,1209.711,2799.01,915.35,,1798.68,88.42,1316.6,132.77,4415.831,316.9073,561.47,97.82,1356.52,125.49,162.123,131.833,278.572,1.34
03/01/2003,,,,,,,,,4416.39,,,,,,,,,
03/02/2003,,,,,,,,,4416.948,,,,,,,,,
03/03/2003,1200.602,2801.18,923.05,,1812.99,89.5,1317.8,133.05,4414.916,317.1771,562.11,98.14,1359.23,125.72,162.2026,132.033,271.094,1.33875
03/04/2003,1182.17,2736.65,925.76,,1783.8,88.52,1319.46,133.06,4427.922,317.2549,562.83,97.92,1359.58,125.63,162.376,132.264,273.7978,1.33063
03/05/2003,1193.869,2720.39,919.9,,1755.92,87.48,1321.6,133.15,4431.922,318.7102,563.19,97.99,1360.9,125.79,162.5113,132.542,272.3366,1.3225
03/06/2003,1182.816,2671.69,912.54,,1751.92,86.84,1319.63,133.19,4418.982,321.0172,563.45,98.02,1358.35,125.87,162.5105,132.714,273.1263,1.3175
03/07/2003,1192.615,2605.13,890.12,,1720.47,86.29,1322.06,133.53,4407.897,321.0624,563.72,97.99,1359.77,126.07,163.0668,133.259,276.1538,1.3146900000000001
03/08/2003,,,,,,,,,4408.463,,,,,,,,,
03/09/2003,,,,,,,,,4409.034,,,,,,,,,
03/10/2003,1161.849,2531.84,877.1,,1693.1,85.53,1325.6,133.71,4433.075,320.4874,564.73,97.72,1362.77,126.19,163.4194,133.524,270.3693,1.2625
03/11/2003,1152.152,2529.16,861.56,,1701.32,84.92,1324.47,133.68,4435.545,320.985,565.06,97.6,1361.38,126.2,163.3861,133.551,263.3868,1.23125
03/12/2003,1157.614,2418.41,874.68,,1624.17,84.93,1324.56,133.48,4419.711,321.791,565.04,97.72,1359.62,126.15,163.2896,133.12,264.3244,1.23
03/13/2003,1197.556,2582.22,870.39,,1722.93,85.74,1313.87,132.54,4389.985,321.7139,565.02,97.47,1350.94,125.38,161.8253,131.402,253.8641,1.25875
03/14/2003,1199.552,2719.22,878.82,,1779.71,86.67,1315.79,132.15,4376.45,321.4566,568.13,97.31,1353.3,125.0,161.1986,130.861,248.2012,1.27875
03/15/2003,,,,,,,,,4377.031,,,,,,,,,
03/16/2003,,,,,,,,,4377.617,,,,,,,,,
03/17/2003,1242.09,2821.59,868.92,,1839.23,84.99,1308.99,131.31,4393.766,320.4956,568.55,97.34,1347.02,124.25,159.88,129.231,243.9892,1.26063
03/18/2003,1247.395,2816.18,876.03,,1851.58,87.2,1303.66,131.54,4369.181,320.7342,569.14,97.36,1342.97,124.35,158.639,129.324,233.5766,1.27
03/19/2003,1258.367,2859.72,882.2,,1866.2,87.19,1299.84,130.95,4355.912,318.8355,567.87,97.59,1339.27,123.88,157.8418,128.61,230.9943,1.28625
03/20/2003,1260.766,2820.13,902.77,,1866.32,88.58,1296.96,131.05,4339.506,318.678,567.95,97.99,1336.93,123.98,157.3092,128.767,225.8833,1.29
03/21/2003,1289.739,2940.72,,,1913.6,88.93,1290.86,130.66,4340.025,319.3095,568.58,98.07,1331.89,123.71,156.3389,127.954,218.5813,1.29
03/22/2003,,,,,,,,,4340.624,,,,,,,,,
03/23/2003,,,,,,,,,4341.222,,,,,,,,,
03/24/2003,1244.311,2778.15,929.55,,1855.22,88.03,1299.29,131.1,4346.545,318.463,568.94,98.2,1340.91,124.09,157.4886,128.698,225.2655,1.29
03/25/2003,1259.439,2856.87,908.15,,1864.48,87.63,1299.72,131.12,4360.08,320.4011,569.99,98.27,1341.95,124.09,157.6192,128.69,221.0591,1.29
03/26/2003,1252.59,2840.73,924.38,,1880.79,87.87,1301.06,131.1,4360.992,320.4341,570.79,98.75,1345.77,124.15,157.856,128.793,223.102,1.29
03/27/2003,1250.714,2788.26,926.65,,1849.02,87.46,1302.57,131.42,4370.628,320.1155,571.64,98.81,1347.3,124.38,158.232,129.321,230.4317,1.29
03/28/2003,1243.514,2791.21,920.42,,1838.85,87.48,1305.04,131.55,4370.882,321.2518,572.31,98.85,1350.16,124.44,158.544,129.65,228.9948,1.29
03/29/2003,,,,,,,,,4371.473,,,,,,,,,
03/30/2003,,,,,,,,,4372.066,,,,,,,,,
03/31/2003,1221.456,2666.53,886.77,,1791.62,85.89,1311.12,132.3,4387.646,322.6191,577.62,99.56,1357.1,125.0,159.3477,130.9563,232.2788,1.27875
04/01/2003,1236.299,2706.28,887.86,,1827.07,86.38,1311.14,132.26,4394.631,324.6658,578.99,99.52,1357.49,124.94,159.9385,131.0533,227.3601,1.2775
04/02/2003,1268.819,2828.03,897.53,,1863.87,87.18,1304.26,131.81,4377.326,325.5798,579.51,99.76,1351.02,124.63,158.5825,130.2216,222.1983,1.28
04/03/2003,1262.427,2857.81,893.17,,1872.63,87.7,1305.11,131.34,4375.822,327.5146,581.52,100.3,1353.33,124.36,158.7154,129.2514,222.7332,1.27875
04/04/2003,1265.899,2910.43,895.26,,1894.14,88.74,1303.58,131.5,4372.903,327.6974,582.06,100.28,1351.64,124.44,158.4312,129.2717,221.4782,1.2775
04/05/2003,,,,,,,,,4373.483,,,,,,,,,
04/06/2003,,,,,,,,,4374.086,,,,,,,,,
04/07/2003,1267.486,3030.05,912.18,,1954.45,90.76,1299.89,131.06,4356.8,328.8681,583.9,100.39,1348.27,124.07,157.5528,128.4014,220.2527,1.29
04/08/2003,1265.573,2987.76,903.22,,1921.16,90.3,1305.78,131.29,4371.257,328.0355,584.3,100.45,1353.87,124.23,158.0807,128.5233,219.6086,1.29
04/09/2003,1247.991,2984.2,901.59,,1918.18,89.59,1307.76,131.36,4387.652,327.2393,584.35,100.6,1356.06,124.32,158.3428,128.6097,223.5804,1.28625
04/10/2003,1256.042,2912.52,891.75,,1889.29,89.66,1305.61,131.9,4405.813,327.2179,584.79,100.65,1353.94,124.74,158.0551,129.4023,219.6442,1.28
04/11/2003,1251.405,2945.38,880.3,,1891.68,89.99,1303.11,131.4,4397.975,328.1433,584.99,100.67,1351.58,124.4,157.8279,128.7679,220.9202,1.28875
04/12/2003,,,,,,,,,4398.559,,,,,,,,,
04/13/2003,,,,,,,,,4399.145,,,,,,,,,
04/14/2003,1275.823,2980.09,872.83,,1912.21,90.57,1300.78,131.31,4389.173,330.004,587.89,100.74,1350.17,124.28,157.4475,128.5169,221.253,1.30125
04/15/2003,1283.963,3037.44,887.04,,1945.71,91.98,1304.14,131.39,4378.435,331.0344,590.75,102.1,1357.08,124.37,157.8446,128.6735,224.4516,1.32
04/16/2003,1268.28,3007.6,887.85,,1916.63,93.1,1306.2,131.62,4378.018,331.4907,591.13,102.05,1360.62,124.53,157.8875,128.949,224.2873,1.32938
04/17/2003,1287.989,3048.52,888.46,,1933.69,93.19,1305.74,131.81,4398.176,332.6605,592.05,102.09,1360.36,124.69,157.6477,129.236,228.7977,1.32
04/18/2003,,,889.83,,,94.09,,,4398.756,,,,,,157.81,129.236,,
04/19/2003,,,,,,,,,4399.345,,,,,,,,,
04/20/2003,,,,,,,,,4399.934,,,,,,,,,
